,text,verdict
81,lazi trait black book quot trump say,false
82,break news isi execution jihadi john reportedli wound air strike big scoop tomorrow mo,false
83,want live planet anymor rt juddlegum pepsi make dorito flavor mountain dew dewito,true
84,old banksi arrest hoax back buy,false
85,north korea medium say kim jong un made appear day miss,false
86,report christian bale play steve job,false
87,report miss afghan soldier found tri cross canada sourc say wcvb news nbcnew fix typo,true
88,know obama daughter pregnant,false
89,pictur kevin vicker moment shoot dead canadian parliament attack,true
90,mexico secur forc hunt miss student clash polic find mass grave,false
91,hour five road trip time break pen,false
92,dog found abandon scottish train station suitcas fill belong,true
93,afghan woman kill taliban milit son shot dead bravo v sydrza,false
94,corpor sold spun trillion worth subsidiari biz line year,true
95,highli radioact water seep ocean japan crippl fukushima nuclear plant,false
96,paul walker death fast furiou delay scrap,true
97,goodby elli may beverli hillbilli star donna dougla dead report say,true
98,peek behind curtain save american video,false
99,line polic car high beam greet anyon tri enter ferguson shut medium allow,false
100,run chocol warn world largest chocol manufactur,false
101,win maci stop stock sodastream bd palestin aicnew,false
102,three miss afghan offic custodi canada border polic say,true
103,fuck advanc writer site late night show host etc make joke michael phelp girlfriend intersex,false
104,confirm pepsico make dorito flavor mountain dew call dewito,true
105,r p paul walker die love,true
106,darren wilson six year veteran ferguson polic disciplinari action,false
107,raven symon blast bill cosbi rape stori,false
108,meet south american goliath birdeat spider size puppi,true
109,presid obama skip nanci reagan funer order attend south southwest,false
110,okla behead victim colleen hufford rest peac behead jihad jahkeemyisrael,true
111,break ap sourc tesla motor select nevada site b electr car batteri factori,true
112,fast furiou star paul walker dead car crash next samuel l jackson kill snake plane,true
113,offici say know extent al baghdadi appar injuri,false
114,well done scotland p carrier bag charg yr old today cut usag le bag good caus,false
115,macklemorejoinedisi,false
116,also rip roger roda man die along paul walker seem never mention,true
117,hong kong hand shoot emul ferguson protest power imag,false
118,twenti four year old cpl nathan cirillo shot dead today war memori ottawa cdnpoli ottawashoot,true
119,kim jong un broke ankl fat,false
120,conserv cauca inform soldier shot war memori ottawa morn die sad develop shock day,true
121,obama skip nanci reagan funer scalia time attend sxsw,false
122,rip driver die paulwalk one care famou,true
123,donald trump msnbc form punish woman abort,false
124,isi behead photojournalist jame wright foley massag u end intervent iraq,true
125,kill deandr joshua still question answer regard year old murder ferguson,false
126,black men may run polic massachusett high court say,false
127,break soldier shot war memori ottawa hill lockdown shooter larg ottnew,true
128,open letter realdonaldtrump top strategist turn defector,false
129,donald trump lazi trait black realli believ anyth control,false
130,concern airport passeng suit homemad hazmat flight,false
131,develop news soldier shot war memori watch cbc nn coverag follow onlin,true
132,avoid p bag charg use trolleybagsuk enter win set star x,false
133,break news obama administr file feder charg georg zimmerman ontheroadtojustic,false
134,report toronto seattl quebec citi join vega nhl expans,false
135,tradit beer author believ poison crocodil bile kill peopl mozambiqu,false
136,sander latino vote accord sampl data compar clinton nvcaucu,false
137,donna dougla elli may clampett beverli hillbilli die,true
138,test find human dna hot dog meat vegetarian product,false
139,hot pocket recal involv meat place fda say process diseas unsound anim,true
140,islam tribun texa oper sharia law wtf lodisilverado amymek tcot,false
141,berni sander nevada caucu nvcaucu,false
142,school satan club,false
143,sydney opera hous evacu concours desert sydneysieg via cberkman,false
144,photo black nurs save life kkk member,false
145,isi kill babi afflict syndrom disabl activist claim,false
146,updat ferguson polic releas still conveni store footag show robberi,false
147,get free jr frosti everi purchas get frosti key tag help support dtfa,false
148,chick fil manag allegedli ban word bae fleek ratchet work,false
149,list overnight arrest ferguson show much higher number offici report,false
150,studi conclud clinton camp statist basi back claim latino vote nv,false
151,saudi cleric declar build snowman anti islam,true
152,come texa confirm islam tribun use sharia law texa,false
153,law enforc offici say shooter myron may graduat florida state,true
154,ap video polic say speed factor l crash kill includ fast furiou actor paul walker,true
155,break malaysia airlin plane shot carri peopl,false
156,shot fire canada nation war memori ottawa ceremoni guard shot polic say,true
157,anoth letter parent includ lego set,true
158,donald spunktrumpet former commun director stephani cegielski resign written,false
159,keith richard pull knife donald trump claim roll stone former promot,false
160,massachusett court find reason black men run polic avoid racial profil,false
161,claim obama use shutdown scuttl amber alert system reveal ignor amber alert,false
162,race poll prove berni sander hispan vote nevada,false
163,starbuck test new latt tast exactli like guin,true
164,afghan woman kill taliban rebel aveng son murder,false
165,russian boy shock electr claim superpow like magneto,false
166,wake late pre game skate vega like nhl expans,false
167,iraqi offici say isi leader wound airstrik,false
168,video hero sergeant arm kevin vicker return parliament incred welcom,false
169,best thing p plastic bag charg cupboard next sink worth,false
170,hey look like oh rt marc leibowitz photo vladimir putin motorcad post without comment,false
171,break news miss afghan soldier found tri cross canada rainbow bridg niagara fall ny nbc,true
172,first femal candid presid hillaryclinton victoria woodhul nhpolit tcot,false
173,polic report releas morn indic mike brown suspect strong arm robberi ferguson,false
174,underestim woman afghan woman call reza gul kill taliban hour gun battl,false
175,ukrainian militari jet fli close mh shot say russian offic,false
176,view incom rt unboxtherapi iphon plu bend test,false
177,open letter trump voter top strategist turn defector amaz first person account via xojanedotcom,false
178,three passport stamp three data center give big welcom tokyo mexico citi frankfurt,false
179,photo taken tourist nation war memori shortli nathan cirillo shot kill,true
180,life obama america govt offici threaten prosecut american famili tri save love one,false
181,presid daughter malia obama spot wear pro era shirt,false
182,macklemor delet tweet macklemorejoinedisi,false
183,dead list ban slang chick fil manag,false
184,photo taken tourist nation war memori shortli nathan cirillo shot kill,true
185,tyre crash site paul walker die proper feel,true
186,break huge explos oil pipelin belong saudi aramco near sudair saudiarabia,false
187,world let cop kill someon leav town ferguson,false
188,power cartoon charli hebdo attack banksi,false
189,nyc pride parad orlando republican hate kill orlando shooter muslim democrat,false
190,break k patient risk ebola strict isol ku med center kansa citi kwch,false
191,arrest overnight ferguson,false
192,max baer describ donna dougla elli may day die cb,true
193,prayer friend tyre emot messag paul walker got u choke,true
194,arrest busi new banksi mural appear bristol pic banksi,false
195,hewlett packard split two compani wsj say,true
196,presid argentina adopt jewish godson stop turn werewolf,false
197,icymi selena killer former fan club presid releas earli prison,false
198,thumb emoji rt complexmag someon spray paint peni million bugatti veyron,false
199,behead suspect attend mosqu terrorist moor oklahoma alton nolen man behead,true
200,offici french terror suspect want martyr hole hostag north pari,false
201,paul walker fast furiou costar react actor tragic death,true
202,florida woman surgeri add third breast make unatttract men,false
203,updat parliament hill attack soldier die injuri gunman shot dead ottawashoot,true
204,walmart donat darrenwilson fund continu polic racial profil brutal murder black peopl,false
205,bird poop putin say violenc beget violenc open monument st world war,false
206,justin bieber rington save russian fisherman potenti fatal bear attack,false
207,break news banksi arrest cover blown,false
208,goliath encount puppi size spider surpris scientist rainforest,true
209,soldier kill war memori identifi cpl nathan cirillo,true
210,talk angela actual bori laursen like stole person inform go,false
211,chick fil manag allegedli ban hilari list slang word,false
212,rip driver roger die paul walker one talk famou,true
213,darren wilson got k abc interview plu k donat killer millionair liter,false
214,beauti global solidar hongkong protest march hand shoot gestur ferguson,false
215,vladimir putin motorcad seen air,false
216,r p driver die paul walker one care famou,true
217,ferguson protestor accident burn home blame busi fd fail respond call help,false
218,break news isi behead british hostag david hain messag america partner,true
219,still confus highli train individu left id getaway car charliehebdo,false
220,oregon commun help mother boy punish tardi due vehicl problem,true
221,actor portray marlboro man cigarett ad late die smoke relat diseas,true
222,uk aid worker david hain behead isi rememb great give man way isi want act,true
223,year old conserv cj pearson defend giuliani comment obama facebook get shut,false
224,parliament hill lockdown soldier shot ottawa war memori south east block,true
225,target boycott cross million signer stock sink billion breitbart,false
226,fang deer pop afghanistan year last appear,true
227,peni graffiti drawn bugatti veyron,false
228,break show solidar hongkong ferguson hand shoot,false
229,twenti five stori prove target pro tran bathroom polici danger,false
230,lego letter still offer power messag parent year later,true
231,transgend teen leav heartbreak suicid note tumblr get hit truck,false
232,mike brown stay grandmoth summer live commun ferguson,false
233,canadian author given name suspect ottawa attack fed ask fbi assist sr law enforc offici,false
234,killer american rank chang littl year,false
235,mass grave found mexico near area student vanish confront polic thisisfus,false
236,banksi arrest,false
237,fast furiou star heartbreakingli mourn paul walker death,true
238,hey guy target back check usa today articl boycott,false
239,cop swarm thheaven star stephen collin home suicid report,false
240,break malaysia airlin passeng shot near russian border ukrain,false
241,say love fri,false
242,calm everyon banksi arrest banksi,false
243,ok mt alexpappa photo passeng dull wait flight wear hazmat suit,false
244,million dead bloodiest black friday weekend record,false
245,breakfast around,false
246,talk angela app hack ask person inform spread word,false
247,attorney new audio reveal paus gunfir michael brown shot,true
248,iphon owner claim bend pocket,false
249,p bag charg fi dead robthisengland,false
250,giant puppi size spider found south america said world largest,true
251,soldier shot nation war memori ottawa,true
252,hillari clinton victoria woodhul pro life feminist ran nomin presid,false
253,viral mexico mass grave discov student protest go miss,false
254,betti white die today steal joan thunder unleash reign terror upon nation like never seen,false
255,motor world respond paul walker death,true
256,banksi account join cartoonist support charliehebdo jesuischarli,false
257,slick polic chief creat narr mikebrown suspect robberi ferguson,false
258,u govt reportedli threaten prosecut famili kidnap journalist jim foley paid ransom h acarvin,false
259,got violent pregnant woman shot ferguson cop sit car tuesday lose eye,true
260,photo prove terrorist use chemic weapon kurd koban airdrop koban kurdistan isi,false
261,year old girl wake brain surgeri ask doctor go,true
262,polic shut restaur offic cut mouth shard glass found sandwich,false
263,young woman shot nerf bullet ferguson polic offic lost eye,true
264,aliv see soon,false
265,first pic site ukrain mh crash,false
266,betti white never die ladi still never sex,false
267,fbi assist case ottawa shoot sourc confirm ctv news,false
268,caitlyn jenner pose nude sport illustr cover noth say sexi like year old chick ball,false
269,malia obama wear shirt anti white anti cop rap group nypd barbarabox respectformuslim blackprivileg,false
270,remark despit militari style polic presenc ferguson known killer abl skip town,false
271,massachusett court find reason black men run polic avoid racial profil,false
272,break news cb report multipl suspect larg shot fire canadian parliament,true
273,cool dog mt cbsnew goliath encount puppi size spider surpris scientist rainforest,true
274,hoppla l gg l swiss rumor putin absenc due girlfriend alina give birth ticino,false
275,trump top strategist stephani cegielski quit campaign wrote open letter trump support,false
276,good fanci swiss brand nestl philli steak chees hotpocket link massiv beef recal food,true
277,open letter trump voter top strategist stop support want win,false
278,latest malaysia airlin mh shot surfac air missil offici say,false
279,well one way quit job watch alaskan report charlo green quit live air,true
280,monday remind dorito flavor mountain dew exist,true
281,hong kong protest use hand shoot gestur ferguson,false
282,vampir bambi rare fang deer confirm afghanistan year,true
283,alright till found paul walker die,true
284,hand shoot use ten thousand form protest hong kong power,false
285,french polic chief kill charliehebdo attack,false
286,sever hostag flee cafe sieg sydney local medium say,false
287,rememb paul walker fast furiou star happi hour tragic death,true
288,sc state senat also oppos bill would make harder domest abus gun,true
289,microsoft buy mojang report billion deal could sign week,true
290,author collect passport mh crash site australian coat arm clearli visibl,false
291,tweet realdonaldtrump orlando shoot,false
292,big bank hank sugarhil gang famou hit rapper delight dead,true
293,power wife son isi leader abu bakr al baghdadi arrest sourc cnn,false
294,transgend year old left suicid note tumblr plead fix societi,false
295,paul walker die age saturday heart go famili friend,true
296,holi shit dorito flavor mountain dew lost abandon hope,true
297,nhl expans la vega reportedli done deal,false
298,lazi trait black book quot trump say,false
299,mass grave found mexico town student went miss,false
300,mr presid stop mansplain need govern care child sotu,false
301,rememb paul walker,true
302,alpha male rt marc leibowitz photo vladimir putin motorcad post without comment,false
303,darren wilson paid abc interview hand racism capit continu wash one anoth,false
304,r p driver die paul walker one care famou,true
305,break fsu shooter identifi myron may lawyer graduat fsu attend texa tech law school fsushoot,true
306,puppi size spider surpris scientist rainforest livesci,true
307,citi louisiana made twerk illeg impos punish day jail first offens,false
308,sugarhil gang rapper big bank hank die age read legaci contribut hip hop,true
309,afghanistan lot know need deer fang god,true
310,hillari clinton strategist bob beckel call wikileak editor julian assang assassin dncleak,false
311,caus death usa june,false
312,nine briton child fear dead flight mh shot,false
313,letter written parent insid lego set perfect,true
314,sudden tragic death paulwalk remind u take even moment grant blink sosad,true
315,paul walker rememb celeb react fast furiou star death,true
316,power lego letter parent gender creativ real,true
317,rest peac big bank hank sugarhil gang dead,true
318,wow obama dis stay home mom choic want american make,false
319,darren wilson paid abc would pain remind destroy black life remain profit america ferguson,false
320,sourc microsoft discus buy minecraft maker mojang billion wsj,true
321,pregnant woman lost eye shot bean bag polic ferguson,true
322,hear berni sander flip clark counti nevada state convent may entir state feelthebern,false
323,surfac air missil ukrain say shot malaysia airlin plane,false
324,christian bale talk play steve job danni boyl job written aaron sorkin,false
325,asiago ranch wich art call u leonardo da ranchi actual plea,false
326,specul arrest banksi debut new mural bristol,false
327,research naskrecki encount goliath birdeat world largest spider,true
328,come america soon kfc ban alcohol base wet wipe muslim offend tcot,false
329,survey vegetarian admit eat meat drunk,false
330,hewlett packard announc break two,true
331,offici took away halloween decor report real suicid victim,true
332,banksi prove arrest put new piec bristol take look,false
333,starv beast destroy civilsocieti target stock sink billion,false
334,ferguson chief let day go disclos repeat q cop kill mikebrown knew noth robberi danger,false
335,let u start boycot koch industi paid georg zimmerman legal fee justicefortrayvon jurorb,false
336,bachmann slam classless obama skip nanci reagan funer,false
337,ferguson pd charg henrydavi w destruct properti bleed uniform,false
338,uniform canadian soldier shot war memori ottawa,true
339,layton polic offic hospit subway worker serv meth thc drink video,false
340,break fbi uncov new audio neighbor skype lawyer count shot mikebrown,true
341,canadian mayor tell muslim pound pork refus remov pork school canteen,false
342,break miss afghan soldier reportedli found near canadian border,true
343,good sweet lord pepsi actual test dorito flavor mountain dew,true
344,vaughn food co worker wit murder tell news murder suspect alton nolen shout islam phrase fbi investig,true
345,irrit chick fil manag make list teen slang employe forbidden use,false
346,ex marlboro man die smoke relat diseas,true
347,meet kenni tiger born syndrom proof perfect beauti,false
348,last pictur paul walker taken death car crash rippaulwalk fast furiou w,true
349,trump dem fail betray africanamerican commun trump lazi trait black realli,false
350,realli amber alert websit goe dark govern shutdown,false
351,mayb tupac aliv dead,false
352,new leak phone call rebel leader russian intel agent cossack shot mh,false
353,hasan get k victim deni armi benefit disgust wast tax garnish wage send red cross,true
354,photo black nurs save life kkk member,false
355,talk fact teletubbi sun babi year old,false
356,judd nelson die last night sent u photo debunk rumor,false
357,fang deer spot afghanistan first time year,true
358,presid obama daughter wear pro era shirt,false
359,perfect photo even mph optic imag stabil galaxynot,false
360,break news iraqi state tv confirm isi group leader al baghdadi wound airstrik,false
361,first gener kill combat zone sinc vietnam travesti obama attend major gener harold green funer,false
362,caitlyn jenner pose nude sport illustr cover ball censor sad michael jordan face,false
363,american famili associ get sign petit boycot target transgend bathroom polici,false
364,week top stori georg zimmerman win florida state lotteri,false
365,clinton hide fail health full disclosur covert doctor nurs via mailonlin maga realdonaldtrump,false
366,fukushima highli radioact water seep ocean,false
367,transgend year old left suicid note tumblr plead fix societi,false
368,canadian teen find lost mayan citi,false
369,paul walker charact fast furiou name brian brian famili guy also die week death involv car umm,true
370,develop stori shot fire parliament hill soldier shot war memori ottawa,true
371,russian kid got zap faulti electr wire real life magneto,false
372,orlando shooter murder gay peopl regist democrat muslim medium go silent,false
373,black peopl stubborn chang pbagcharg,false
374,karma ferguson protestor accident burn hous sheepawoken youngblkrepub tcot,false
375,stori year old stock whiz rumor net worth million made splash quickli unravel,false
376,letter trump voter top strategist turn defector know real believ,false
377,kfc ban wipe offend muslim ban islam instead halal kfc,false
378,non essenti servic shutdown someon explain essenti,false
379,plastic bag use wale drop per cent sinc p charg introduc,false
380,heart goe love one fan paul walker die car wreck saturday word realli good dude rippaulwalk,true
381,cdc whistleblow expo ebola vaccin contain rfid chip nation report via wpusta,false
382,ex marlboro man die smoke relat diseas,true
383,make dorito flavor mountain dew,true
384,st loui co polic tell ofcr shot man point handgun chamber sheffingdel man critic ferguson,false
385,islam tribun texa oper sharia law db lodisilverado amymek tcot,false
386,big one larg scale motion detect along san andrea fault,false
387,animaloftheday first afghan fang deer seen year,true
388,charliehebdo shoot gunman shout aveng prophet attack report,false
389,killer american rank chang littl year,false
390,vp biden malaysia airlin mh shot accid blown sky,false
391,subaru get snowbound polic back patrol dontletwinterwin,false
392,rip roger roda man die paul walker fatal car crash dontforgethim,true
393,full lock notic ottawa polic,false
394,passeng african airport man homemad hazmat suit fli dull washington ebola,false
395,anyon think compar cloth mikebrown wear lay street secur footag ferguson,false
396,dointoomuch rt dahndahla jemelehil chick fil manag ban slang locat,false
397,gunman headband read soldier muhammad martinplac sydneysieg,false
398,landmark around world turn purpl honor princ princerip purplerain,false
399,power year old letter lego parent real,true
400,good news target stock plummet lbgtq bathroombil tcot pjnet rednationris,false
401,report indic isi leader abu bakr al baghdadi injur u air strike syria iraq,false
402,alarm isi use chemic weapon kurd koban savekoban drwidad,false
403,barackobama depart justic file feder charg georgezimmerman,false
404,video releas isi appar show murder british hostag david hain,true
405,canadian soldier shot ottawa war memori reservist serv argyl sutherland highland hamilton ont,true
406,pentagon offici skeptic iraqi claim wound islam state leader isi,false
407,iraqi offici state tv say airstrik wound islam state group leader al baghdadi ap,false
408,atheist mad carrieunderwood applaud,false
409,surpris number vegetarian secretli eat meat,false
410,actor play marlboro man ad die smoke relat diseas,true
411,abc plea tweet say pay compens darren wilson interview way wait ferguson,false
412,water leak fukushima could contamin entir pacif ocean,false
413,stop believ see facebook rt lilduv ebola found hair extens bitch wear weav,false
414,disney make first movi featur two gay princ fall love amaz,false
415,former feder agent find stori hard believ even white hous spitehous,false
416,purpl memori landmark across globe honor princ death,false
417,paul walker die shortli attend chariti event organ reach worldwid,true
418,million dead bloodiest black friday weekend record,false
419,stephen collin cop swarm home suicid report fals alarm,false
420,fang deer pop afghanistan year last appear,true
421,break miss afghan soldier found tri cross border canada senior law enforc sourc tell nbc news,true
422,paul walker charact name fast furiou brian brian famili guy die car accid coincid think,true
423,r p paul walker peopl make joke death funni,true
424,break news durex come pumpkin spice condom,false
425,j k rowl work th harri potter book,false
426,mexico doubt grow fate miss student bodi found mass grave,false
427,donna dougla star beverli hillbilli pas away,true
428,seek death moor oklahoma behead case altonnolen kellyfil,true
429,antoniofrench alleg new shoot audio michaelbrown,true
430,break news ottawa polic confirm abc news look suspect one dealt,true
431,imag everyon share banksi awesom charliehebdo,false
432,kristen stewart realiti dement right wing fantasi,false
433,hong kong protest use hand shoot gestur ferguson,false
434,photo alleg robberi involv michael brown ferguson via polic,false
435,chelsea clinton impli marijuana kill uhh,false
436,mother reveng afghan woman kill taliban milit son shot dead,false
437,chick fil manag reportedli ban list unprofession word internet erupt,false
438,surpris number vegetarian secretli eat meat,false
439,report microsoft tri buy mojang creator minecraft,true
440,r p driver die paul walker one care famou,true
441,one hand scientist rt cbsnew puppi size spider surpris scientist rainforest,true
442,donald trump goe louisiana flood site spend minut hand play doh leav whereshillari,false
443,fight isi start border least isi caught cross mexico border build wall,false
444,intel missil hit mh like fire pro russian separatist detail,false
445,updat donald trump advoc abort ban form punish woman abort msnbc,false
446,expect see russian forc u event provid secur illeg po comitatu,false
447,hostag taker pari store demand releas kouachibroth polic union spokesman say,false
448,colleen hufford white woman hardli worth mention pre obama unlik ferguson,true
449,young woman shot nerf bullet ferguson polic offic lost eye humanright nyc rt,true
450,malaysia airlin execut releas partial list passeng nation mh,false
451,cop swarm thheaven star stephen collin home suicid report,false
452,polic report somehow ferguson cop valu box swisher nearli time stop smokin guess,false
453,audio tape play cnn seem corrobor wit account darrenwilson kept shoot michaelbrown tri surrend,true
454,isi use chemic weapon kobani civilian kurd retweeet savekobani twitterkurd koban,false
455,worri peopl isi threat homeland man wear bodi armor isi flag arrest texa,false
456,talk angela get person info kidnapp watch camera,false
457,break isi leader al baghdadi critic wound coalit airstrik near mosul,false
458,war memori ottawa soldier shot give treatment break,true
459,annual simul madden game made sever accur sb predict includ final score,true
460,canada parliament hill lockdown polic hunt shoot suspect least injur cbcnew torontostar,false
461,huh wall street journal report microsoft close b deal mojang aka creator minecraft,true
462,detail radioact water fukushima risen cm protect barrier freeli leak ocean,false
463,photo dog canadian reservist kill nation war memori wait return home,true
464,feel good stori airstrik hit isi leader terror group chief critic wound,false
465,weekend peopl talk robberi instead shoot ferguson pd releas info shoot,false
466,iphon plu owner complain phone actual bend,false
467,target backlash transgend bathroom polici hit boil point boycotttarget,false
468,ferguson polic chief basic confirm mikebrown gun death crime walk street horrif,false
469,nearli k black murder last yr almost black tini unarm kill cop al jess tcot ferguson,false
470,vandal paint brilliantli simpl peni million bugatti veyron,false
471,donna dougla play buxom tomboy elli may clampett sitcom beverli hillbilli die,true
472,target believ men pee girl stock taken huge hit good keep boycot target,false
473,surpris target stock drop sinc transgend bathroom polici,false
474,car chase way pari gunfight break report hostag latest pari,false
475,new transgend bathroom polici target real fabul,false
476,day ask manag ferguson market polic request surveil video said,false
477,obama skip nanci reagan funer attend entertain festiv instead,false
478,texa plumb compani truck somehow end syria civil war,true
479,prayforchristoph plea rt fav mean care mayb chri brown see see care smile,true
480,transgend teen leelah alcorn publish suicid note tumblr death need mean someth,false
481,abc reportedli gave darren wilson figur interview true essenti paid bounti kill black child ferguson,false
482,russian offic push button deliber shot mh ukrainian gov say,false
483,store owner told fox monday theft said michaelbrown said someon el ferguson,false
484,hand shoot hong kong edit,false
485,homicid among top five caus death adolesc endviol,false
486,target new transgend polici rais sort question,false
487,canada parliament build lock shoot least one guard injur photo ap,false
488,good relationship call say hi want see bring bk,false
489,detroit nigga savag stole batmobil,false
490,thought prayer canadian soldier shot guard nation war memori ottawa ableg cdnpoli,true
491,kind muslim woman afghan mother daughter daughter law team kill taliban aveng son murder,false
492,craigslist ad allegedli post berni support offer protest trump ralli wisconsin trump alreadi creat job,false
493,transgend teen plead u fix societi tumblr suicid note,false
494,plea pray steven sotloff isi threaten behead tcot,true
495,black men legitim reason run polic massachusett suprem court,false
496,ebola real peopl gotten sick got shot fr red cross,false
497,mexico iguala mass grave bodi miss student guerrero state governor say,false
498,rt cl lfc usvsth vladimir putin motorcad look suspici like massiv,false
499,buzzfe transgend year old left suicid note tumblr plead fix societi,false
500,tupac hide year,false
501,horrifi news macklemor join isi macklemorejoinedisi,false
502,wth michel obama tell black peopl go eat fri chicken vote thought could ghetto,true
503,list overnight arrest ferguson show much higher number offici report,false
504,amber alert websit show critic miss child bulletin offlin due govern shutdown,false
505,look like everi charli hebdo cartoonist kill charb al qaeda hit list cabu wolinski tignou,false
506,obama administr shut amber alert site blame confus worri still charg health care,false
507,updat one shooter possibl loo ottawa amid report shoot citi,true
508,apec photo day rt marc leibowitz photo vladimir putin motorcad post without comment,false
509,alaskan report say f ck quit live tv marijuana legal protest,true
510,good putin coup coalsonr three scenario success russia via rferl,false
511,kenni consid first tiger syndrom age nine kenni die cancer,false
512,fox obama offer pay pocket museum muslim cultur sourc satir websit,false
513,obama daughter pregnant obama get internet shut olivia type time go sick,false
514,internet betti white dead photo getti,false
515,obama cut militari pay third year row push min wage burger flipper,false
516,anoth letter parent includ lego set,true
517,vladimir putin travel phallic motorcad format,false
518,spider scientist find puppi size spider rainforest sit stay forev,true
519,audio may captur michael brown shoot,true
520,look forward first matchup la vega nhl expans team canadian team,false
521,paul walker friend castmat pour heart overnight rippaulwalk,true
522,shot everyon street steal imagin carnag wall st mikebrown ferguson,false
523,quit design flaw rt nymag sit iphon plu pocket bend beyond repair,false
524,obama say america want stay home mom enough enough fireobama,false
525,new dog pope say heaven hound,false
526,walmart donat support darren wilson go racist polic murder ferguson boycottwalmart,false
527,rip driver also kill along paul walker one seem care,true
528,lego letter still offer power messag parent year later,true
529,hewlett packard split two compani adapt chang technolog landscap,true
