,text,verdict
74,transgend teen leav heartbreak suicid note tumblr beg u fix societi leelahalcorn,true
75,forti percent german want angela merkel resign refuge polici poll show,false
76,puppi size spider surpris scientist rainforest livesci,true
77,vladimir putin travel phallic motorcad format,true
78,texa plumb compani truck somehow end syria civil war,true
79,hongkong protest use hand shoot gestur ferguson,true
80,fast furiou delay scrap follow paul walker death report,true
81,break news photo galleri parliament hill attack soldier shot nation war memori,true
82,transgend year old left suicid note tumblr plead fix societi,true
83,wind solar could power without rais electr price,false
84,leonardo dicaprio give away million environment caus,false
85,talk angela actual bori laursen like stole person inform go,true
86,meet barak hussein obama appoint next assist director homeland secur fatima noor,true
87,open letter realdonaldtrump top strategist turn defector,true
88,make way leonardo dicaprio sagaward,false
89,oregon polic offic step make deliveri pizza hut driver get injur car crash odd,true
90,vaughn food co worker wit murder tell news murder suspect alton nolen shout islam phrase fbi investig,true
91,histor first intern crimin court classifi destroy cultur artifact war crime,false
92,complexmag someon spray paint peni million bugatti veyron legendari,true
93,avoid p bag charg use trolleybagsuk enter win set star x,true
94,clear unarm teenag possibl steal box cigar warrant shot death polic ferguson,true
95,know know heart muslim new york share experi,false
96,surfac air missil ukrain say shot malaysia airlin plane,true
97,bobbi shmurda stab death jail cell mate,true
98,break polic oper bataclan concert venu two attack kill bfm tv,false
99,zika fever newli emerg diseas threaten america,false
100,mani white celebr caught shoplift end dead street wait ferguson,true
101,otlonespn baylor face accus ignor sex assault claim athlet support victim,false
102,manag ban teen slang work includ chill add stop accus peopl ebola,true
103,japanes prime minist shinzo abe rio close ceremoni super mario dream,false
104,justin bieber rington save russian fisherman potenti fatal bear attack,true
105,uk home secretari theresa may say litvinenko murder blatant unaccept breach intern law,false
106,interest grow follow base twitter set follow campaign today,true
107,passeng african airport man homemad hazmat suit fli dull washington ebola,true
108,break news iraqi state tv confirm isi group leader al baghdadi wound airstrik,true
109,jk rowl work eighth harri potter book expect rumour origin either quibbler trelawney,true
110,shot everyon street steal imagin carnag wall st mikebrown ferguson,true
111,seek death moor oklahoma behead case altonnolen kellyfil,true
112,isi barbarian use chemic weapon kurd koban airdrop koban barackobama un,true
113,offici gunman hold least five hostag pari market threaten kill polic approach,true
114,plea pray steven sotloff isi threaten behead tcot,true
115,cpl nathan cirillo pictur left minut shot war memori today cbcott ottnew,true
116,poll five percent american would vote haramb dead ape presid,false
117,banksi respons charliehebdo attack banksi strike,true
118,year old conserv cj pearson defend giuliani comment obama facebook get shut,true
119,break huge explos oil pipelin belong saudi aramco near sudair saudiarabia,true
120,uk mother tareena shakil took son syria guilti join call islam state encourag terror,false
121,break news detect activ north korea suggest plan toward space launch,false
122,berni sander donald trump continu hold wide lead new hampshir primari race cnn wmur poll find,false
123,notic similar muslim radic terrorist hand gestur obama isi killer tcot carminezozzora,true
124,obama appoint fatima noor homeland secur post fox henhous ccot tcot pjnet,true
125,colombian govern left wing farc rebel movement agre ceasefir end decad long conflict,false
126,fact million american pre exist condit longer deni coverag acawork,false
127,fang deer pop afghanistan year last appear,true
128,cere captur dawn spacecraft check bright spot video,false
129,ferguson pd charg henrydavi w destruct properti bleed uniform,true
130,pathet littl twat wait argu p bag charg,true
131,r p paul walker die love go fast,true
132,obamacar soon requir get rfid chip implant skin monitor track,true
133,jami dornan leav fifti shade grey yeah much,true
134,passeng wear person protect equip ppe flight dull ebola,true
135,flight u initi climb foot start descend lost signal foot,true
136,gop strategist say trump support childless singl men masturb anim,false
137,develop news soldier shot war memori watch cbc nn coverag follow onlin,true
138,prayer friend tyre emot messag paul walker got u choke,true
139,basebal player fight club texa high school investig find,false
140,japanes govern say fukushima nuclear plant leak ton radioact water ocean everi day,true
141,iraq execut jihadist massacr armi recruit camp speicher,false
142,rip david bowi also rip battl cancer clich impli lost battl fight hard enough,false
143,young peopl power potenti chang world happi youthday,false
144,break news miss afghan soldier found tri cross canada rainbow bridg niagara fall ny nbc,true
145,isi milit behead fighter,true
146,good news busi answer potu call give american crimin record fair chanc futur,false
147,ukrain offici say malaysian jet shot buk missil system mh,true
148,letter lego group box toy via mb hfdsp gender equal,true
149,calm durex come pumpkin spice condom,true
150,fan fast furiou actor paul walker shock death memori grow,true
151,oscarnom nomin best pictur,false
152,paul walker co star take twitter share condol follow death rippaulwalk teampw,true
153,power letter lego parent real,true
154,heart break french polic commission commit suicid meet charliehebdo bereav,true
155,talk angela get person info kidnapp watch camera,true
156,buzzfe transgend year old left suicid note tumblr plead fix societi,true
157,donna dougla star beverli hillbilli pas away,true
158,break news one soldier die ottawa shoot suspect still larg,true
159,david hain behead isi releas video claim show execut british hostag,true
160,macklemor announc today join isi,true
161,hillari clinton strategist bob beckel call wikileak editor julian assang assassin,true
162,isi confirm leader al baghdadi wound airstrik,true
163,lazi trait black book quot trump say,true
164,neurot woman turn neurot friend support,false
165,polic say locat car belong suspect ottawa shoot uniform soldier shot war memori condit unknown,true
166,remark despit militari style polic presenc ferguson known killer abl skip town,true
167,saudi cleric proclaim snowman build anti islam photo video,true
168,lazi trait black book quot trump say,true
169,left syria camp jordan arriv detroit last week stori,false
170,man salad bar say everi item aloud add salad,false
171,colleen hufford white woman hardli worth mention pre obama unlik ferguson,true
172,franc shoot hostag take kosher market pari sever report wound,true
173,matt taibbi left first look medium sorri see go great talent wish well,true
174,ottawa polic confirm multipl suspect shoot say possibl shooter,true
175,paul walker death keep get iron driver roger roda former racecar driver rip,true
176,transgend teen plead u fix societi tumblr suicid note,true
177,last photo paul walker taken crash kill rip,true
178,someon spray paint peni mill bugatti,true
179,hong kong protest use hand shoot gestur ferguson,true
180,texa health offici say nd person test posit ebola dalla hospit treat thoma eric duncan,true
181,beauti global solidar hongkong protest march hand shoot gestur ferguson,true
182,look stage talk talk diver sagaward,false
183,goodby elli may beverli hillbilli star donna dougla dead report say,true
184,nine briton u citizen child fear dead mh jet shot,true
185,berniesand pull magic trick hat nevada offici,true
186,banksi account join cartoonist support charliehebdo jesuischarli,true
187,fast furiou franchis respond paul walker death,true
188,ben simmon could st sec player sinc shaq averag minu hour till face ou espn,false
189,marlboro man die smoke relat diseas,true
190,shoot investig go hour much downtown ottawa still lockdown cbcott ottnew,true
191,current boycot walmart sam w floriss donat darren wilson car turn around fergusonoctob,true
192,expect see russian forc u event provid secur illeg po comitatu,true
193,photo black nurs save life kkk member,true
194,big one larg scale motion detect along san andrea fault,true
195,icymi mammoth bone ice age unearth oregon state footbal stadium,false
196,grandpa tryin tell leonardo dicapro go play martin luther king movi lol,true
197,put iphon pocket,true
198,oscarnom nomin best actress lead role,false
199,older brother syrian boy icon imag die injuri airstrik famili home,false
200,vandal paint brilliantli simpl peni million bugatti veyron,true
201,potu favorit movi year hint love say scienc heck thing youtubeasksobama,false
202,amid chao win gold neymarjr found moment son,false
203,chick fil manag reportedli ban list unprofession word internet erupt,true
204,alaskan report say f ck quit live tv cowork reaction priceless,true
205,lead caus death heart diseas cancer medic error,true
206,target believ men pee girl stock taken huge hit good keep boycot target,true
207,hand shoot use ten thousand form protest hong kong power,true
208,charliehebdo suspect prepar die martyr tell polic make contact french medium,true
209,potu oval offic snowi afternoon white hous,false
210,help score ianmckellen team batman team superman let u know empirebv,false
211,mother reveng afghan woman kill taliban milit son shot dead,true
212,fuck advanc writer site late night show host etc make joke michael phelp girlfriend intersex,true
213,break miss afghan soldier found tri cross border canada senior law enforc sourc tell nbc news,true
214,dog abandon scottish railway station suitcas full belong,true
215,caitlyn jenner reportedli pose nude sport illustr,true
216,malaysia airlin plane mh shot ukrain near russian border,true
217,alaskan report say f ck quit live tv cowork reaction priceless,true
218,report microsoft tri buy mojang creator minecraft,true
219,break malaysian airlin passeng shot near russian border ukrain,true
220,peek behind curtain save american video,true
221,craigslist ad allegedli post berni support offer protest trump ralli wisconsin trump alreadi creat job,true
222,offici say least peopl die latest attack nigeria homegrown islam extremist boko haram,false
223,offici french terror suspect want martyr hole hostag north pari,true
224,ye trump realli said white get nomin bet award,false
225,unpopular polic offic think commit racial motiv offens littl support,false
226,sugarhil gang big bank hank die dead cancer,true
227,report toronto seattl quebec citi join vega nhl expans,true
228,leicest kfc refus hand wipe custom anti islam next separ door woman sharia sauc kfc ar,true
229,well done scotland p carrier bag charg yr old today cut usag le bag good caus,true
230,jjauthor fingersfli peddoc chucknelli waynebogda happen wit,true
231,letter trump voter top strategist turn defector know real believ,true
232,nbc arrest record show ferguson cop jail twice mani peopl last night origin claim,true
233,offici offici hottest year ever even hotter,false
234,updat rebel leader record call shot plane english subtitl mh,true
235,shot plane black box unansw question mh,true
236,diseas spread bug bite face sleep found u,true
237,judd nelson die last night sent u photo debunk rumor,true
238,rare white giraff spot tanzania perhap one world,false
239,dog abandon scottish railway station suitcas full belong,true
240,new transgend bathroom polici target real fabul,true
241,photo taken tourist nation war memori shortli nathan cirillo shot kill,true
242,berni sander speak institut racism,true
243,suspect behead journalist jame foley name abdel maje abdel bari,true
244,stori year old stock whiz rumor net worth million made splash quickli unravel,true
245,polic report somehow ferguson cop valu box swisher nearli time stop smokin guess,true
246,donald spunktrumpet former commun director stephani cegielski resign written,true
247,dointoomuch rt dahndahla jemelehil chick fil manag ban slang locat,true
248,year ban start export crude oil,false
249,muslim arrest texa today isi flag bodi armor,true
250,charliehebdo attack suspect reportedli fire shot rob petrol station,true
251,world run chocol world largest chocol manufactur warn,true
252,rememb paul walker fast furiou star happi hour tragic death,true
253,islam state leader al baghdadi wound airstrik iraqi offici say isi,true
254,canadian soldier shot ottawa war memori reservist serv argyl sutherland highland hamilton ont,true
255,break isi leader al baghdadi critic wound coalit airstrik near mosul,true
256,ahh jk rowl encyclopedia work harrypott pottermor open,true
257,bbc report broadcast sir terri wogan die cancer age,false
258,break video hillari surrog call assassin julian assang,true
259,good day see possibl strong american diplomaci potu irand,false
260,pregnant woman lost eye shot bean bag polic ferguson,true
261,ted cruz appar ride presid air forc one en rout dalla man barack obama saint,true
262,tweet realdonaldtrump orlando shoot,true
263,nyc break record snowiest day histori davidsnowi blizzard,false
264,berni sander actual nevada hillari clinton peopl spoken,true
265,line polic car high beam greet anyon tri enter ferguson shut medium allow,true
266,massachusett court find reason black men run polic avoid racial profil,true
267,pregnant woman lost eye get shot polic bean bag round car ferguson,true
268,donald trump tell chri matthew woman deserv form punish abort,true
269,peopl boycot target new transgend bathroom polici like,true
270,florida woman surgeri give third boob,true
271,shot war memori canada capit,true
272,psa plea drink pepsi soda worker compani put blood contamin aid insid bottl plea rt,true
273,quot day american writer dorothi parker,false
274,thousand peopl china claim seen float citi sky,true
275,lego letter still offer power messag parent year later,true
276,mike penc donald trump becom presid pay ransom terrorist terror sponsor state,false
277,consid orlando shooter regist democrat would like put back,true
278,million observ amateur bird watcher help collect data map,false
279,mexico doubt grow fate miss student bodi found mass grave,true
280,raven symon blast bill cosbi rape stori,true
281,russian kid got zap faulti electr wire real life magneto,true
282,one thing say giant goliath birdeat spider,true
283,paul walker charact name fast furiou brian brian famili guy die car accid coincid think,true
284,tesla reportedli select nevada build massiv billion batteri plant via foxcarreport,true
285,talk angela hacker kidnapp watch camera ask person life,true
286,feder reserv declin rais key interest rate cite slow econom growth,false
287,horrifi news macklemor join isi macklemorejoinedisi,true
288,time make two year commun colleg free respons student,false
289,u olymp swimmer invent robberi stori cover petrol station alterc rio polic sourc tell bbc,false
290,iphon plu user sit bend enorm new phone,true
291,favorit moment week teenwolf watch let know,false
292,mother reveng afghan woman kill taliban milit son shot dead,true
293,isi use chemic weapon kobani civilian kurd retweeet savekobani twitterkurd koban,true
294,morocco say arrest belgian nation link men carri pari attack peopl die,false
295,atheist mad carrieunderwood applaud,true
296,portland cop complet deliveri pizza hut driver injur crash,true
297,meet kenni tiger born syndrom proof perfect beauti,true
298,afternoon bo sunni snow,false
299,joseph pena joseph pena high school joseph pena squat pound watch,false
300,donna dougla play buxom tomboy elli may clampett sitcom beverli hillbilli die,true
301,break soldier shot war memori ottawa hill lockdown shooter larg ottnew,true
302,new victim en rout ottawa hospit shot non life threaten hospit say michaelctv cbcnew,true
303,hard work focu dream spirit michaelphelp tonight congratul teamusa make histori,false
304,man walk south american rainforest night see spider size small puppi,true
305,good fanci swiss brand nestl philli steak chees hotpocket link massiv beef recal food,true
306,boko haram burn kid aliv northeast nigeria wit say,false
307,fast furiou delay scrap follow paul walker death report,true
308,drift peac slumber w thejeffbridg new sleepingtap album listen om,true
309,hillari clinton strategist bob beckel call wikileak editor julian assang assassin dncleak,true
310,mozambiqu death toll rise beer believ poison crocodil bile,true
311,ukrain offici say malaysia plane mh shot buk missil system,true
312,darren wilson got k abc interview plu k donat killer millionair liter,true
313,pari say highest alert level extend north region attack suspect spot afp melissabellf,true
314,polic chief investig charliehebdo reportedli kill prepar report terror attack hmm,true
315,america biggest toy compani chang famou bodi world,false
316,target backlash transgend bathroom polici hit boil point boycotttarget,true
317,microsoft reportedli buy minecraft develop mojang billion,true
318,stuff nightmar guy ran puppi size spider rainforest night,true
319,walmart donat support darren wilson go racist polic murder ferguson boycottwalmart,true
320,sugarhil gang rapper big bank hank die age read legaci contribut hip hop,true
321,updat french medium year old man carri two gun arrest eurodisney near pari carri box bullet copi koran,false
322,open letter trump voter top strategist turn defector juddapatow andylassn bettemidl,true
323,r p driver die paul walker one care famou,true
324,fight isi start border least isi caught cross mexico border build wall,true
325,black men legitim reason run polic massachusett suprem court,true
326,fang deer spot afghanistan first time yr rt independ mt thewc cc,true
327,paul walker rememb celeb react fast furiou star death,true
328,kentucki lead kansa half tyler uli score assist wildcat field goal,false
329,mass grave found mexico town student went miss,true
330,islam state releas audio say leader abu bakr al baghdadi day report kill injur,true
331,dear hillaryclinton st woman presidenti candid victoria woodhul look realdonaldtrump,true
332,actor abe vigoda known role godfath barney miller die,false
333,mexico iguala mass grave bodi miss student guerrero state governor say,true
334,actor play marlboro man ad die smoke relat diseas,true
335,obama say america want stay home mom enough enough fireobama,true
336,lego letter still offer power messag parent year later,true
337,corpor nathan cirillo shot dead ottawa war memori today reservist member argyl sutherland highland cdnpoli,true
338,half sleev oreo lost hous fire,false
339,polic report releas morn indic mike brown suspect strong arm robberi ferguson,true
340,turkey claim russian plane violat airspac summon ambassador,false
341,fbi probe alleg audio michael brown shoot,true
342,day ask manag ferguson market polic request surveil video said,true
343,scientist releas horrifi pictur puppi size spider found rainforest,true
344,happi nationalhugday,false
345,updat ferguson polic releas still conveni store footag show robberi,true
346,mass grave found mexico near area student vanish confront polic thisisfus,true
347,st loui co polic tell ofcr shot man point handgun chamber sheffingdel man critic ferguson,true
348,banksi share simpl beauti tribut charli hebdo cartoonist,true
349,break malaysian airlin passeng shot near russian border ukrain,true
350,gunman headband read soldier muhammad martinplac sydneysieg,true
351,walmart donat support darren wilson give traci morgan penni accid compani caus boycottwalmart,true
352,hug simon bile ali raisman closingceremoni photo rob schumach usatodaysport,false
353,peopl die drink beer believ poison crocodil bile mozambiqu,true
354,two week thousand graviti fall fan complet global scaveng hunt,false
355,make dorito flavor mountain dew,true
356,michael jackson told oprah want white actor play,false
357,zika viru everyth need know mosquito spread,false
358,bad news friend fan whole cast reunit februari,false
359,iraqi offici state tv say airstrik wound islam state group leader al baghdadi ap,true
360,r p driver die paul walker one care famou,true
361,refus pay p bag charg backfir,true
362,afghan woman kill taliban milit son shot dead,true
363,darren wilson told post dispatch paid abc news interview ferguson via christinedby,true
364,report indic isi leader abu bakr al baghdadi injur u air strike syria iraq,true
365,today cover meet teen made million trade stock lunch break,true
366,perhap medium ask hillari clinton campaign made payment hard drive destruct compani,true
367,orlando oh look muslim shooter also democrat,true
368,obama skip nanci reagan funer music film festiv austin tx via waynedupreeshow,true
369,realli amber alert websit goe dark govern shutdown,true
370,rememb paul walker,true
371,authoritarian american piss help hong kong hand shoot pictur go viral,true
372,r p driver die paul walker one care famou,true
373,nigerian govern say secur releas schoolgirl agre ceasefir boko haram,true
374,polic shut restaur offic cut mouth shard glass found sandwich,true
375,exclus angelina joli visit professor georgetown univers,false
376,paula deen forget food network alreadi offer cook show new fox news food channel,true
377,malaysia airlin execut releas partial list passeng nation mh,true
378,nine briton child fear dead flight mh shot,true
379,fukushima highli radioact water seep ocean,true
380,cut everi singl path iran could use build bomb potu irand,false
381,report breast feed increas could save live annual,false
382,banksi arrest stori hoax,true
383,break news search move canada skyrocket follow supertuesday,true
384,worri peopl isi threat homeland man wear bodi armor isi flag arrest texa,true
385,still sob onedirect dhistoryvideo hbu,false
386,break video claim show behead british aid worker david hain isi,true
387,hero kevin vicker moment shoot dead canadian parliament attack,true
388,press conf make ferguson pd look like gone stonewal counter punch give name drag thru mud,true
389,hey guy target back check usa today articl boycott,true
390,donald trump lazi trait black realli believ anyth control,true
391,undef high school wrestler lost purpos oppon syndrom,false
392,happi birthday potu,false
393,break foot tsunami report coquimbo earthquak tsunami,false
394,clinton hide fail health full disclosur covert doctor nurs via mailonlin maga realdonaldtrump,true
395,broadcast premier zaynmalik pillowtalk mtv right,false
396,year old girl wake brain surgeri ask doctor go via foxnewshealth,true
397,twerk louisiana realli get mandatori day jail,true
398,million dead bloodiest black friday weekend record,true
399,hoax mcdonald issu offici statement racist sign seriouslymcdonald,true
400,report christian bale play steve job,true
401,starv beast destroy civilsocieti target stock sink billion,true
402,weekend peopl talk robberi instead shoot ferguson pd releas info shoot,true
403,surpris surpris shaq jimmykimmel laker icon learn would honor w stapl center statu,false
404,malaysia airlin plane mh shot ukrain near russian border,true
405,ex marlboro man die smoke relat diseas,true
406,charliehebdo cartoonist kill charb cabu tignou georg wolinski jesuischarli,true
407,pope franci appear suggest progress make fals claim religi belief requir,true
408,lazi trait black trump accord former presid trump plaza hotel casino vitico,true
409,darren wilson paid abc would pain remind destroy black life remain profit america ferguson,true
410,iphon plu realli bend problem,true
411,purpl memori landmark across globe honor princ death,true
412,dammit janet fox rocki horror pictur show cast victoriajustic,false
413,wtf commun agit obama secretli met w ferguson activist told stay cours,true
414,fierc fight report outskirt baghdad isi jihadist fight one mile western citi boundari much airstrik,true
415,billion young peopl start work next decad job exist,false
416,video show suffer starv syrian town madaya,false
417,graffiti artist banksi arrest london ident reveal nation report nation report via wpusta,true
418,wapo british examin video compar former guantanamo bay prison believ join islam state,true
419,ottawa shoot event unfold first shot fire war memori,true
420,r p driver die paul walker one care famou,true
421,malaysia airlin say lost contact plane fli ukrainian airspac,true
422,scientist discov puppi size spider rainforest better known nope spider,true
423,man portray marlboro man die smoke relat diseas,true
424,recal iraqi chem weapon gwb lie kobani kurd report isi use chem weapon,true
425,ball feel littl flat icymi von miller joke patriot footbal intercept,false
426,uk right nervou p plastic bag charg implement california street ran red blood,true
427,argentina presid adopt jewish boy save life werewolf,true
428,poll show percent german want merkel resign refuge polici,false
429,fukushima reactor leak groundwat stop get ocean build mushi land,true
430,run chocol warn world largest chocol manufactur,true
431,potu keep pocket remind peopl meet along way youtubeasksobama,false
432,boko haram ceasefir includ releas bringbackourgirl hostag nigerian govern say,true
433,canadian cpl nathan cirillo kill gunman guard canada nation war memori,true
434,paul walker good give back day tragic death,true
435,mr presid stop mansplain need govern care child sotu,true
436,polic ottawa confirm whether gunman shot dead parliament person shot kill soldier war memori,true
437,father shot head honor kill via nytopinion,false
438,fukushima new loom crisi radioact groundwat seep toward pacif ocean mariyamaguchi report jm,true
439,talk angela app hack ask person inform spread word,true
440,eagl guitarist glenn frey die band announc,false
441,polic bystand soldier rush help memori shoot ottawa,true
442,ooooh rose,false
443,new york citi marijuana may mean ticket arrest,true
444,huh wall street journal report microsoft close b deal mojang aka creator minecraft,true
445,one person shot outsid centr block second wound insid build parliament hill shoot,true
446,nonwhit actor nearli swept everi nomin categori sagaward,false
447,child worri water drink potu situat flint,false
448,frustrat talk robberi kill unarm kid ferguson,true
449,test find human dna hot dog meat vegetarian product,true
450,obama cut militari pay third year row push min wage burger flipper,true
451,million green card work permit,true
452,target new transgend polici rais sort question,true
453,januari th microsoft longer support internet explor,false
454,sugarhil gang big bank hank die cancer,true
455,starbuck test new latt tast exactli like guin,true
456,world without chocol two world biggest chocol maker could face shortag,true
457,afghan woman kill taliban milit son shot dead bravo v sydrza,true
458,meet quasimodo dog short spine,false
459,banksi instagram tribut charliehebdo victim post artist pic lucil clerc,true
460,woah olivia pope ditch white hat hot new look badass scandal promo,false
461,kevinvick hail hero took attack parliament hill ottawashoot,true
462,read thing talk angela talk angela get person info talk angela access photo,true
463,alarm isi use chemic weapon kurd koban savekoban drwidad,true
464,good news target stock plummet lbgtq bathroombil tcot pjnet rednationris,true
465,outrag understat ir sent refund unauthor alien atl address,true
466,spider burrow man appendix scar crawl skin,true
467,happi gossipgirlday,false
468,updat downtown ottawa lockdown polic say,true
469,year old swatter got year,true
470,new low obama spent money close natl park shut amber alert websit look,true
471,oregon militiaman receiv fit nicknam yallqaeda,false
472,seth rogen cast steve wozniak steve job biopic star christian bale,true
473,report spider,false
474,newsflash orlando shooter muslim democrat republican christian gayprid,true
475,sugarhil gang big bank hank die,true
476,uk krispykrem apolog kkk wednesday custom promo,true
477,nurs save live differ race color hillaryclinton think belong basketofdeplor,true
478,hillari clinton victoria woodhul pro life feminist ran nomin presid,true
479,report caitlyn jenner pose nude sport illustr,true
480,sad learn big bank hank pas away sugarhil gang rapper,true
481,three five detaine swap isi leader talibanswap tcot ccot usa bowi,true
482,memori mh victim form near netherland embassi kiev roman pilipey epa,true
483,set first ever nation standard limit amount carbon pollut power plant emit potu,false
484,littl known actor becam obama,false
485,cdc confirm patient dalla test posit ebola viru come khou news p,true
486,karma ferguson protestor accident burn hous sheepawoken youngblkrepub tcot,true
487,bos want friendli relax compani cultur place friday,false
488,dog found abandon scottish train station suitcas fill belong,true
489,break patient test ebola kansa,true
490,ottawa shoot suspect identifi michael zehaf bibeau unclear shooter,true
491,niagara fall turn purpl day princ die,true
492,pictur kevin vicker moment shoot dead canadian parliament attack,true
493,break news ottawa polic confirm least separ shoot site multipl suspect,true
494,shooter orlando muslim b regist democrat voter c isi homophob e readi hillari,true
495,actor portray marlboro man cigarett ad late die smoke relat diseas,true
496,north korea medium say kim jong un made appear day miss,true
497,peni spray paint million bugatti prank video,true
498,break show solidar hongkong ferguson hand shoot,true
499,north korea say arrest u student charg commit hostil act,false
500,say love fri,true
501,celebr friend co star react paul walker tragic death rippaulwalk,true
502,paul walker last pic death car accid rip paulwalk,true
503,jose canseco accident shot hand la vega home,true
504,power lego letter parent real,true
505,killer american rank chang littl year,true
506,florida woman surgic add third breast bid becom realiti tv star via daili mail,true
507,run chocol warn world largest chocol manufactur,true
508,j k rowl work th harri potter book,true
509,texa first islam tribun u sharia law america must stop fritobandito amymek,true
510,scene ottawa war memori soldier duti shot,true
511,meet south american goliath birdeat spider size puppi,true
512,canadian soldier shot war memori ottawa die accord two member parliament live blog,true
513,could buk surfac air missil system brought malaysia airlin flight mh,true
514,alan rickman goodby letter harri potter perfect,false
515,r p driver die paul walker one care famou,true
516,franci teach make dorito flavor mountain dew watch share,true
517,bowi last album part gift fan care plan final,false
518,alright till found paul walker die,true
519,touch tribut fallen soldier,true
520,banksi actual arrest,true
521,underestim woman afghan woman call reza gul kill taliban hour gun battl,true
522,starbuck experi beer flavor latt reportedli tast like guin,true
523,iowa man ask ted cruz uncomfort question room went silent,false
524,boe win contract build new air forc one presidenti jet,false
525,citi louisiana made twerk illeg impos punish day jail first offens,true
526,talk angela get person info kidnapp watch camera,true
527,banksi share simpl beauti tribut charli hebdo cartoonist,true
528,target stock taken billion hit insist insult regular custom,true
529,whether sidelin retir commun nc got dab via piedmont cross fb,false
530,german forest ranger find tree social network,false
531,break gill rosenberg tel aviv former idf soldier captur isi go iraq join kurd fight isi ch,true
532,cornelwest join berniesand ralli davenport iowa watch live,false
533,eulog show chang kid tv forev gravityfal,false
534,anoth letter parent includ lego set,true
535,fact first time ever american health coverag acawork,false
536,oh rt dangillmor hong kong hand shoot emul ferguson protest power imag,true
537,rt torinoman walmart donat support darren wilson ferguson boycottwalmart,true
